_,Id,Name,RecordTypeId,hed__Description__c,hed__End_Date__c,hed__Is_Primary__c,hed__Start_Date__c,hed__Status__c,hed__Total_Required_Credits__c,Accreditation_End_Date__c,Accreditation_Start_Date__c,Blue_Card_Required__c,Certificate_Type__c,Code__c,Collaboration_with_External_Organisation__c,Completion_Requirements__c,Core_Conceptsv2__c,Courseloop_Full_URL__c,Courseloop_Initital_URL__c,Delivery_Type__c,Designated_Units__c,Early_Exit_Options__c,Evolve_with_QUTeXv2__c,External_Organisation_Details__c,Field_of_Education__c,Implementation_Year__c,IsComplete__c,Location_Details__c,Location__c,Mark_Design_Stage_as_Complete__c,Maximum_Participants__c,Minimum_Participants__c,More_Detailsv2__c,OPE_Design_Complete__c,Other_Completion_Requirements__c,Overviewv2__c,Owning_Faculty__c,PP_Design_Form_Status__c,PP_Is_curriculum_approved__c,Product_Request__c,Program_Delivery_Structure__c,Program_Type__c,Type__c,Volume_of_Learning_Hours__c,Who_Should_Participatev2__c,LogoUrl__c,Description__c
[hed__Program_Plan__c],a0KBn000008JAn4MAG,Enterprise Leadership Program Test7576 6cfd291,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-25,Current,,,,FALSE,Certificate of Participation,,,,Core Concepts 8882a,,,Virtual Classroom,,,Evolve  eb405,,,,FALSE,,,FALSE,,,More Details 9daab,FALSE,,Overview 89da4,,,FALSE,a0z9200000038FZAAY,Flexible Program,,,22,Participants  dfbf0,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description  0f7a0
[hed__Program_Plan__c],a0K8q000000g1ZnEAI,AEMO: System Design Strategic Team Development Program,0128q0000004LGBAA2,,2024-08-17,FALSE,2023-03-16,Current,,,,FALSE,Certificate of Participation,EXCPWP0605,,,,,,Face To Face,,,,,,2023,FALSE,,a0F8q000000JDODEA4,TRUE,7,0,,FALSE,,a,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Non Award Course - Foundation,30,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000jzEXEAY,FKG Strategic Leaders' Program,0128q0000004LGBAA2,,2024-08-17,FALSE,2023-05-22,Current,,,,FALSE,Certificate of Participation,EXCPWP0607,,,,,,Blended,,,,,,2023,FALSE,,a0F8q000000JDODEA4,TRUE,25,0,,FALSE,,a,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Non Award Course - Foundation,65,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0KBn000008JxnnMAC,Enterprise Leadership Program Test7575 f521e73,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-26,Current,,,,FALSE,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,,FALSE,a0z9200000038FZAAY,Flexible Program,,,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,a
[hed__Program_Plan__c],a0K8q000000iPoLEAU,Endeavour Foundation Senior Leadership Program: Cohort 2,0128q0000004LGBAA2,,2024-08-17,FALSE,2023-04-28,Current,,,,FALSE,Certificate of Participation,EXCPWP0606,,,,,,Blended,,,,,,2023,FALSE,,a0F8q000000JDODEA4,TRUE,28,0,,FALSE,,a,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Non Award Course - Foundation,35,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0KBn0000084UB0MAM,OPE Program Parent Flexible SO Shilpa,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-05,Current,,,,FALSE,Certificate of Participation,EXOP0610,No,,,test,test,Blended,,,OPE Program Parent Flexible SO Shilpa,,,2024,FALSE,,,TRUE,,,,FALSE,,OPE Program Parent Flexible SO Shilpa,0019h000001wVSgAAM,,TRUE,a0z9200000038FZAAY,Flexible Program,Open or Custom Program,Doctorate by Coursework,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,OPE Program Parent Flexible SO Shilpa
[hed__Program_Plan__c],a0KBn0000084SqjMAE,OPE Program parent prescribed SO Shilpa,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-05,Current,,,,FALSE,Certificate of Achievement,EXOP0611,No,,,test,test,Blended,,,OPE Program parent prescribed SO Shilpa,,,2024,FALSE,,,TRUE,100,1,,FALSE,,OPE Program parent prescribed SO Shilpa,0019h000001wVUIAA2,,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Doctorate by Coursework,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,OPE Program parent prescribed SO Shilpa
[hed__Program_Plan__c],a0KBn0000083yCnMAI,CCE-ParentProgram-Flex-SO1-050324,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-05,Current,,,,FALSE,Certificate of Achievement,EXCP0614,No,,,test,test,Blended,,,CCE-ParentProgram-Flex-SO1-050324,,,2028,FALSE,,,TRUE,,,,FALSE,,CCE-ParentProgram-Flex-SO1-050324,0019h000001wVSgAAM,,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,Doctorate by Research,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,CCE-ParentProgram-Flex-SO1-050324
[hed__Program_Plan__c],a0K8q000000V8kNEAS,Enterprise Leadership,0128q0000004Kp0AAE,"QUT�s Enterprise Leadership Program provides a flexible pathway for motivated managers and aspiring senior leaders to take their career to the next level. Learn to develop the confidence, frameworks, and capability needed to thrive in complex environments",2024-08-17,FALSE,2022-07-26,Current,,,,FALSE,Certificate of Achievement,GZ34MJR,No,,"Expand your skills and knowledge
Our carefully constructed Professional Development Modules are designed to deliver potent, strategic, and easily-consumed learnings to build your knowledge and skills. Investigate real-world case studies and scenarios under the watchful eye of expert educators and amongst a cohort of like-minded go-getters.",https://courseloop.qut.edu.au/courseloop/show#/saa-information/78cf7c99dbf4f890e459322af49619b3,https://courseloop.qut.edu.au/courseloop/show#/saa-information/78cf7c99dbf4f890e459322af49619b3,,,,"How it works
Flexibility is the key. You can choose to complete as many modules as you like, with each one targeting the areas most relevant to your own workplace context. Choose whichever modules or topics you feel will lead you to the promotion or career advancement you are seeking.

Learning is delivered in an interactive, facilitator-led, blended environment combining face-to-face workshops, workplace challenges, and online learning. This means you can build your knowledge while growing your professional network and applying your learnings in the real-world.

Each module can also be supplemented with an optional Credential unit, giving you a pathway to a Graduate Certificate in Business, an MBA, or an Executive MBA.

To find out more see the 2022 Timetable here",,,2022,FALSE,QUT Gardens Point,a0F8q000000JDODEA4,TRUE,9999,0,,TRUE,,Step up with flexible study that fits around your career demands and the accessibility of minimal entry requirements. Explore our learning options below to see what best suits you.,0019h000001wVUIAA2,,TRUE,a0z9200000038FZAAY,Flexible Program,Open or Custom Program,Graduate Certificate,,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000ekYDEAY,Queensland Health Next Generation Program 2023,0128q0000004Kp0AAE,f,2024-08-17,FALSE,2023-02-22,Current,,,,FALSE,Certificate of Participation,EXCP0608,No,,,www.na.com,,Blended,,,,,,2023,FALSE,QUT Gardens Point,a0F8q000000JDODEA4,TRUE,25,0,,FALSE,,f,0019h000001wVUIAA2,,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Non Award Course - Foundation,76,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000ZOn8EAG,QUTeX Fundamentals,0128q0000004LGBAA2,Welcome to the QUTeX Fundamentals online courses. These courses have been developed by the team at QUTeX and will take approximately 7-10  hours to complete.,2024-08-17,FALSE,2022-11-15,Current,,,,FALSE,Certificate of Participation,EXOPWP0606,No,,,,,Online,,,,,,2022,FALSE,Online,a0F8q000000JDODEA4,TRUE,999,0,,FALSE,,Welcome to the QUTeX Fundamentals online courses. These courses have been developed by the team at QUTeX and will take approximately 7-10  hours to complete.,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Flexible Program,,Non Award Course - Foundation,10,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000a4YHEAY,Arts Boot Camp,0128q0000004LGBAA2,a,2024-08-17,FALSE,2022-11-29,Current,,,,FALSE,Certificate of Participation,EXOPWP0607,No,,a,,,Face To Face,,,a,,,2023,FALSE,KG,a0F8q000000JDODEA4,TRUE,40,10,a,FALSE,,a,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Flexible Program,,Non Award Course - Foundation,12,a,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000cpcpEAA,Trainee Solicitors Program,0128q0000004Kp0AAE,n,2024-08-17,FALSE,2023-01-19,Current,,,,FALSE,Certificate of Achievement,EXOP0603,No,,,www.notrequired.com,,Online,,,,,,2023,FALSE,,a0F8q000000JDODEA4,TRUE,9999,1,,FALSE,,n,0019h000001wVUIAA2,,TRUE,a0z9200000038FZAAY,Flexible Program,Open or Custom Program,Non Award Course - Foundation,,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000dXjWEAU,Treasury Graduate Development Program - Cohort 23,0128q0000004Kp0AAE,TBC,2024-08-17,FALSE,2023-02-01,Current,,,,FALSE,Certificate of Participation,EXCP0606,No,,,www.qut.com.au,,Face To Face,,,,,,2023,FALSE,QUT Canberra,a0F8q000000JDODEA4,TRUE,65,0,,FALSE,,TBC,0019h000001wVUIAA2,,TRUE,a0z9200000038FZAAY,Flexible Program,Open or Custom Program,Non Award Course - Foundation,,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000dXkoEAE,Treasury Graduate Development Program - Cohort 22,0128q0000004Kp0AAE,TBC,2024-08-17,FALSE,2023-02-01,Current,,,,FALSE,Certificate of Participation,EXCP0607,No,,,www.qut.edu.au,,Face To Face,,,,,,2023,FALSE,Canberra,a0F8q000000JDODEA4,TRUE,65,1,,FALSE,,TBC,0019h000001wVUIAA2,,TRUE,a0z9200000038FZAAY,Flexible Program,Open or Custom Program,Non Award Course - Foundation,,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0K8q000000eDmnEAE,Step Ahead Program,0128q0000004LGBAA2,TBC,2024-08-17,FALSE,2023-02-13,Current,,,,FALSE,Certificate of Participation,EXCPWP0604,No,,,,,Face To Face,,,,,,2023,FALSE,,a0F8q000000JDODEA4,TRUE,21,0,,FALSE,,TBC,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Non Award Course - Foundation,14,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
